author,title,description,content
newsfeedback fool com Sean Williams ,4 Cannabis Stocks You ll Regret Not Buying During This Correction,It s time to go shopping for high quality marijuana businesses at attractive prices ,Batten down the hatches  because volatility has returned in a big way for the stock market  Over a 12 session stretch  ending this past Tuesday  March 10  the 123 year old Dow Jones Industrial Average logged its three biggest single day point gains in history  7967 chars 
,La course navette   The Beep Test, Wojtek is a mysterious new student at school  This is why he is a prey designated for Thomas and Philippe  two students in search of entertainment  Not finding the words in front of his assailants  Wojtek will go back to his physical education course to expr,
CBC News,See what life is like with lockdowns  social distancing and self isolation in Canada and around the world,Everyday life for people in Canada and across the globe has suddenly become unrecognizable  with millions staying at home  practicing social distancing and self isolating amid the COVID 19 pandemic  Everything from city streets and parks to restaurants  legis,Scroll down for a look at how lockdowns  social distancing and self isolation have changed daily life for people in Canada and in cities around the world Canada s biggest city Toronto is usually a bustling  thriving metropolis  but drone video taken from   4077 chars 
Brandie Weikle,What to do if you think you have COVID 19  A guide to each province and territory,If you have symptoms of the illness caused by the coronavirus  including cough  fever and difficulty breathing in adults  or a runny nose  sore throat and diarrhea in children  here s what to do ,If you have symptoms of COVID 19  theillness caused by the coronavirus  the first stepis to contact your health care provider or local public health agency by email or telephone They ll be able to tell you if you re eligiblefor testing in your area Most  9351 chars 
Vanessa Chiasson,9 memorable moments in New Brunswick,How could you forget walking on the ocean floor  The post 9 moments youll remember forever from your trip to New Brunswick appeared first on Matador Network ,New Brunswick is one of Canadas oldest and smallest provinces  and one of my personal favorites  It was here that I spent my formative years playing on beaches  eating fiddleheads  scouting for whales  and exploring the ocean floor at low tide  Now that Im  7335 chars 
Helen Earley,Green travel guide to New Brunswick,Adventure doesn t require a carbon intensive flight  The post Traveling green in New Brunswick  Your eco friendly trip guide appeared first on Matador Network ,Sure  this is a green travel guide  and well keep it green  but its New Brunswicks actual colors well talk most about  the warm red tones of the south coasts rocky sea caves that reveal themselves only at low tide  The fierce blue grey of the waters   7048 chars 
Helen Earley,New Brunswick  A road trip itinerary,Use this itinerary as the starting point for one excellent road trip  The post Road trip itinerary for seeing the best of New Brunswick appeared first on Matador Network ,A friend from New Brunswick once revealed to me the secret of his native province  We have everything that all the other provinces have  he said  but we have it all in one place  Indeed  New Brunswick does seem to have it all  beaches  mountains  islands   8392 chars 
David M Shribman,She s the most prominent woman in Canada and leading the country s fight against COVID 19,Chrystia Freeland has been called Canada s  minister of everything  in charge of the country s battle against the coronavirus and designated as Prime Minister Justin Trudeau s successor if he falls ill ,Canadian Deputy Prime Minister Chrystia Freeland is  the star of the moment  one observer said   Brett Gundlock   Getty Images Last fall  Prime Minister Justin Trudeau named her deputy prime minister and charged her with ameliorating relations between Otta  13370 chars 
,Organigram Receives Health Canada License Renewal and Expansion for Final Elements of Phase 5 and Provides COVID 19 Update,MONCTON  New Brunswick BUSINESS WIRE   OGI Organigram Holdings Inc   NASDAQ  OGI   TSX  OGI  the parent company of Organigram Inc   the Company or Organigram  a leading licensed producer of cannabis  is pleased to announce that the Company has re,MONCTON  New Brunswick BUSINESS WIRE Organigram Holdings Inc   NASDAQ  OGI   TSX  OGI  the parent company of Organigram Inc   the Company or Organigram  a leading licensed producer of cannabis  is pleased to announce that the Company has received Health  5592 chars 
,Organigram Provides Update on Corporate Action Plan in Response to COVID 19 Pandemic,MONCTON  New Brunswick BUSINESS WIRE   OGI Organigram Holdings Inc   NASDAQ  OGI   TSX  OGI  the parent company of Organigram Inc   the Company or Organigram  a leading licensed producer of cannabis  today announced the temporary layoff of approx,MONCTON  New Brunswick BUSINESS WIRE Organigram Holdings Inc   NASDAQ  OGI   TSX  OGI  the parent company of Organigram Inc   the Company or Organigram  a leading licensed producer of cannabis  today announced the temporary layoff of approximately 45 pe  9284 chars 
Maclean s,How Canadian universities are evaluating students during the coronavirus pandemic,As learning moved online  institutions and instructors looked for ways to be flexible  Pass fail systems in lieu of letter grades  assignments in lieu of exams  Macaroni in lieu of clay  The post How Canadian universities are evaluating students during the co,As learning moved online  institutions and instructors looked for ways to be flexible  Pass fail systems in lieu of letter grades  assignments in lieu of exams  Macaroni in lieu of clay As recently as March 11ththe same day the WHO officially designated COVID  6748 chars 
,Cruise passengers sail toward Florida split into healthy  COVID 19 infected ships   The Globe and Mail,Cruise passengers sail toward Florida split into healthy  COVID 19 infected ships The Globe and Mail Passengers transferred from virus hit Zaandam cruise ship off Panama CTV News Moncton women on board cruise ship hit with coronavirus CBC ca  We don t know wh,Passengers  one wearing a protective face mask  look out from the Zaandam cruise ship  anchored in the bay of Panama City in this file photo from March 27  2020   The Associated Press Kevin and Jeannette Balgopal put on masks  left their stateroom on the MS  4238 chars 
exy,Ptit Belliveau  Greatest Hits Vol  1  2020 ,Presenting Ptit Belliveau  lover of Acadian folk music  wearer of faded crocs and officiant in the marriage between plucky banjo and cheesy synthesizer  A Moncton  NB via Bayside  NS man boy who has played with a group called Ptit Belliveau et les Grosses C,Presenting Ptit Belliveau  lover of Acadian folk music  wearer of faded crocs and officiant in the marriage between plucky banjo and cheesy synthesizer  A Moncton  NB via Bayside  NS man boy who has played with a group called Ptit Belliveau et les Grosses C  2841 chars 
CBC,What s cancelled in N B  because of COVID 19,The spread of COVID 19 worldwide has forced a number of closures and cancellations in New Brunswick They include major events  such as the Fredericton ITF Challenger  a tennis event that was expected to be hosted in Fredericton next week And the Quebec Major ,The spread of COVID 19 worldwide has forced a number of closures and cancellations in New Brunswick They include major events  such as the Fredericton ITF Challenger  a tennis event that was expected to be hosted in Fredericton next week And the Quebec Ma  2576 chars 
CBC,19 year old Riverview man missing,Police are asking for the public s help to find Matthew Jeffrey Morton  19  of Riverview who is missing  Police say Morton was last seen March 22 near Carney Avenue in Moncton around 1 30 a m  He was reported missing to police on the same day Morton is descri,Police are asking for the public s help to find Matthew Jeffrey Morton  19  of Riverview who is missing  Police say Morton was last seen March 22 near Carney Avenue in Moncton around1 30a m  He was reported missing to police on the same day Morton isdes  285 chars 
The Canadian Press,The latest developments on COVID 19 in Canada,The latest news on the COVID 19 global pandemic  all times eastern 8 30 p m British Columbia politicians unanimously passed legislation today to spend  5 billion to help the province fight the novel coronavirus pandemic Members of the legislature s three par,8 30 p m British Columbia politicians unanimously passed legislation today to spend  5 billion to help the province fight the novel coronavirus pandemic Members of the legislature s three parties  including the minority New Democrats  Opposition Liberals and   22476 chars 
Thomson Reuters StreetEvents,Edited Transcript of MDI TO earnings conference call or presentation 28 Feb 20 2 00pm GMT,Q3 2020 Major Drilling Group International Inc Earnings Call,Moncton Mar 23  2020  Thomson StreetEvents    Edited Transcript of Major Drilling Group International Inc earnings conference call or presentation Friday  February 28  2020 at 2 00 00pm GMT   30375 chars 
Mamta Mayani,Health Canada OKs license amendment for Organigram s facility, ul   li Organigram Holdings   NASDAQ a href https seekingalpha com symbol OGI  title OrganiGram Holdings Inc OGI a  has  a href https seekingalpha com pr 17815668 organigram receives health canada license renewal and expansion for final elements ,Organigram Holdings   NASDAQ OGI  has received Health Canadas approval for the licensing of its remaining Phase 5 expansion together with the renewal for standard cultivation  processing and sale for medical purposes The approval includes two floor producti  379 chars 
David M Shribman,She s the most prominent woman in Canada and leading the country s fight against COVID 19,Chrystia Freeland has been called Canada s  minister of everything  in charge of the country s battle against the coronavirus and designated as Prime Minister Justin Trudeau s successor if he falls ill ,Last fall  Prime Minister Justin Trudeau named her deputy prime minister and charged her with ameliorating relations between Ottawa and the rebellious provinces of Alberta and Saskatchewan  Last month  he tapped her to lead Canadas response to the coronavirus  12868 chars 
Colin Butler,TD Bank employees worry call centres are  breeding ground  for COVID 19,Employees at TD Bank say they re worried cramped conditions  shared desks  equipment  washrooms and kitchens are turning their call centres into a potential  breeding ground  for the coronavirus ,Employees at TD Bank say hundreds of people are working less than a metre apart in some cases  while sharing the same desks  equipment  kitchens  eating areas and washrooms  making their workplace a potential  breeding ground  for the coronavirus It comes   4913 chars 
Tomasz Nowakowski,Observations unveil the nature of chemically peculiar star HD 63401,Using NASA s TESS spacecraft and the Canada France Hawaii Telescope  CFHT  astronomers from Canada and Ukraine have conducted observations of the magnetic chemically peculiar star HD 63401  Results of the study  presented in a paper published March 5 on the ,Using NASA s TESS spacecraft and the Canada France Hawaii Telescope  CFHT  astronomers from Canada and Ukraine have conducted observations of the magnetic chemically peculiar star HD 63401  Results of the study  presented in a paper published March 5 on the   3297 chars 
The Canadian Press,RCMP in New Brunswick announce arrests of four men in biker gang probe,Police say the arrests are linked to investigations into organized crime  drugs and proceeds of crime  and money laundering ,FREDERICTONRCMP in New Brunswick say theyve arrested four men as part of an ongoing probe of outlaw biker gangs in the province The police force says in a statement that the four arrests were made between Feb  17 and Thursday in four communities  Edmundst  724 chars 
Kevin Bissett The Canadian Press,New Brunswicks second COVID 19 case connected to first confirmed case  officials say,Dr  Jennifer Russell  the provinces chief medical officer of health  said the presumptive case is a man between 50 and 60 years of age in the southeastern part of the province ,FREDERICTONNew Brunswick has a second case of COVID 19 and health officials say its connected to another case that was confirmed earlier this week Dr  Jennifer Russell  the provinces chief medical officer of health  said the presumptive case is a man bet  2656 chars 
Alex Boyd Calgary Bureau Rob Ferguson Queen s Park Bureau Alex McKeen Vancouver Bureau Steve McKinley Halifax Bureau,How each province and territory has shaped Canadas fight against the coronavirus,Across Canada  each province and territory is grappling with its own combination of geography and travel patterns  and has responded with its own public health measures  all of which have shaped the spread of COVID 19 ,When it comes to preventing the spread of coronavirus  were all in this together   Yet  when it comes to Canada  each province and territory stands somewhat alone Each is grappling with its own combination of geography and travel patterns  and has respon  22123 chars 
Carolyn Ray,Pandemic stops fertility treatments in Atlantic region,Atlantic Assisted Reproductive Therapies in Halifax and Conceptia in Moncton  N B  say they have no idea how long it will be before they re back up and running  but they want to reassure patients in the meantime ,Atlantic Canada s two fertility clinics have stopped all in person treatments because of the COVID 19 pandemic Atlantic Assisted Reproductive Therapies in Halifax and Conceptia in Moncton  N B  say they have no idea how long it will be before they re back   2579 chars 
Brian Daly,CAF members begin 14 day isolation in Halifax prior to COVID 19 mission,Members of the Canadian Armed Forces  mostly Royal Canadian Navy members  have begun 14 days in isolation at a Halifax hotel ,Members of the Canadian Armed Forces  mostly members of the Royal Canadian Navy  began 14 days in isolation at a Halifax hotel on Thursday It is a precaution against COVID 19 infection prior to setting out to sea for potential deployment to Canadian communi  4195 chars 
Emma Smith,2 N S  teens self isolate with temporary family after trip to Dominican,Empty nesters Lynn and Donald Forbes of Parrsboro  N S  are self isolating at home with two new temporary family members they only just met ,Empty nesters Lynn and Donald Forbes of Parrsboro  N S  are self isolating at home with two new temporary family members they only justmet Earlier this month  thecouple chaperoned a trip to the Dominican Republic that included studentsfromParrsboro Reg  2592 chars 
Paul Withers,COVID 19 making life tougher on and off the road for truckers,The COVID 19 pandemic has not driven Atlantic Canadian truckers off the road  but they say it s getting tougher behind the wheel as rest stops  shower facilities and restaurants are closing down in the United States ,The COVID 19 pandemic has not driven Atlantic Canadian truckers off the road  but they say it s getting tougher behind the wheel as rest stops  shower facilities and restaurantsare closing down in the United States To keep the big rigs rolling  truckers ar  3112 chars 
Elizabeth McMillan,Halifax firm offering free crisis management webinars for local businesses,A Halifax company that helps businesses manage in a crisis is offering free webinars and volunteering to assist people struggling to manage their companies and organizations amid the uncertainty of the COVID 19 pandemic ,Matt Symes has converted his Halifax bedroom into a digital command centre for his company to try to assist businesses and organizations dealing with the economic fallout of the COVID 19 pandemic For the past eight years  Symplicity Designs has assisted com  5112 chars 
Brittany Wentzell,To homeschool or not  What to do with kids at home during a pandemic,Many parents are wondering whether they should be homeschooling their children while schools are closed due to COVID 19  Some say now isn t the time to try homeschooling but a little structure never hurts ,With Nova Scotia s students at home  at least until April 6  many parents are wondering what to do with them Although it may be tempting to try homeschooling  there are other options to create structure that may be less stressful Kimberly Charron runs th  3818 chars 
Haley Ryan,Navy crews sequestered in a Halifax hotel to reduce COVID 19 risks before departure,Navy members headed out to sea on two ships are being sequestered in a Halifax hotel in an  extremely cautious  step to ensure they arent exposed to COVID 19 before departure ,Navy members headed out to sea are being sequestered in a Halifax hotel in an  extremely cautious  step to ensure they aren t exposed to COVID 19 before departure Rear Admiral Craig Baines  commander of Maritime Forces Atlantic addressed families and milit  1951 chars 
Allie Gregory,James Taylor and Bonnie Raitt Postpone Canadian Tour,As originally published by Allie Gregory on Exclaim  As a measure of social distancing  James Taylor and Bonnie Raitt have announced a postponement of their upcoming Canadian spring tour  T,As originally published by Allie Gregory on Exclaim  As a measure of social distancing  James Taylor and Bonnie Raitt have announced a postponement of their upcoming Canadian spring tour  Their joint trek was set to kick off on April 14 in Victoria  BC  hitti  1264 chars 
,Airport warns of COVID 19 case on Sunwing flight that landed in Moncton,The Moncton airport is alerting passengers about another Prince Edward Island resident who tested positive for COVID 19 after being on a flight to Moncton ,The Moncton airport is alerting passengers about another Prince Edward Island resident who tested positive for COVID 19 after being on a flight to Moncton In a press release  the Greater Moncton International Airport Authority said the person passed through  785 chars 
CBC News,RCMP seek help to locate missing 14 year old Moncton girl,Police are asking for the public s help to locate 14 year old Faith Rourke of Moncton ,Codiac Regional RCMP are asking for the public s help to locate 14 year old Faith Rourke of Moncton Rourke was last seen March 10 at around 7 p m  on Mapleton Road She isfive foot two and weighs about 150pounds  She has blondhair and browns eyes Poli  216 chars 
Shane Magee,Organizations band together in Moncton to replace school nutrition program,About 450 bagged lunches are now delivered throughout the week in the Moncton region  a replacement for school lunch programs halted by the pandemic ,About 450 bagged lunches are now delivered throughout the week in the Moncton region  a replacement for school breakfast and lunch programs halted by the pandemic The lunches are prepared Monday through Friday and driven on five buses to 19 drop off points  2309 chars 
,Moncton airport reports a 6th flight at risk of the virus,The Greater Moncton Romeo LeBlanc Airport is reporting a sixth flight where passengers are currently suspected for being at risk of COVID 19 ,The Greater Moncton Romeo LeBlanc Airport is reporting a sixth flight where passengers are suspected of being at risk of COVID 19 exposure Air Canada flight 8900 from Montreal arrived at the Moncton airport on March 16 at 10 12 a m  according to a news rel  4476 chars 
Kate Letterick,Organigram lays off 400 workers  cites COVID 19 pandemic,Moncton based cannabis producer Organigram has laid off 400 employees  about 45 per cent of its workforce  as a result of the pandemic ,Moncton based cannabis producer Organigram has laid off 400 employees about 45 per cent of its workforce as a result of thepandemic No one from Organigram was available for an interview Tuesday  but ina news release the company said it offered  voluntar  2843 chars 
Shane Magee,Moncton council OKs rezoning for school  but with conditions for province,Moncton councillors were prepared to halt approval of a large new school after neighbours voiced concerns at a public hearing Monday about privacy  security and drainage ,Moncton councillors were prepared to halt approval of a large new school after neighbours voiced concerns at a public hearing Monday about privacy  security and drainage Council ultimately approved the rezoning of vacant land at 620 McLaughlin Dr  from res  3494 chars 
Shane Magee,Pandemic pushes Moncton toward multi million deficit  staff aim to avoid tax hike,The City of Moncton estimates it could be facing a deficit of at least  1 7 million if measures to control the pandemic continue through May  though millions more if it continues through the summer ,Moncton s city manager says municipal staff feel  very strongly  that they should avoid a tax rate increaseas a result of the pandemic Marc Landry said city staff will spend the coming weeks combing through the 2020 budget looking at what can be cut or def  3941 chars 
Shane Magee,Moncton fire chief overseeing pandemic response goes into self isolation,Moncton s fire chief  in charge of the city s emergency response to the coronavirus pandemic  has gone into self isolation after learning he was among 70 people aboard a WestJet flight with a Prince Edward Island woman who tested positive ,Moncton s fire chief  in charge of the city s emergency response to the coronavirus pandemic  has gone into self isolation after learning he was among 70 people aboard a WestJet flight with a Prince Edward Island woman who tested positive Isabelle LeBlanc   1884 chars 
Elizabeth Fraser,What s cancelled in N B  because of COVID 19,The spread of COVID 19 worldwide has led to closures and cancellations in New Brunswick  Here is a list ,The spread of COVID 19 worldwide has forced a number of closures and cancellations in New Brunswick They include major events  such as the Fredericton ITF Challenger  a tennis event that was expected to be hosted in Fredericton next week And the Quebec Ma  2252 chars 
CBC News,What s cancelled in N B  because of COVID 19,The spread of COVID 19 worldwide has forced closures and cancellations of events in New Brunswick  Here is an updated list ,The spread of COVID 19 worldwide has forced closures and cancellations of events in New Brunswick  Here is an updated list The spread of COVID 19 worldwide has led the New BrunswickHealth Department to recommend postponing or cancellingevents involving mo  9221 chars 
Robert Jones,COVID 19 testing data reveal areas of concentration  missing info in New Brunswick,Heavy testing in the Moncton area  lesser amounts elsewhere and missing data for many  perhaps all  provincial regions were the highlights of an hour long briefing for reporters Wednesday on the current state of testing for COVID 19 in New Brunswick ,Heavy testing in the Moncton area  lesser amounts elsewhere and missing data for many perhaps all provincial regions were the highlights of an hour long briefing for reporters Wednesday on the current state of testing for COVID 19 in New Brunswick Dr  Jenni  4057 chars 
Danielle McCreadie,Moncton family with 3 COVID 19 cases pins hopes on plasma treatment for mother in ICU,They stayed home  only went out on essential errands and sanitized every surface  but Mark Clements and his germ conscious wife Debby still got COVID 19  Now she s on a ventilator  her family says ,They stayed home  only went out on essential errands and sanitized every surface  but Mark Clements and his germ conscious wife Debbystill got COVID 19 And Debby Clements  47  is now on a ventilator in the ICU of the Moncton Hospital Her family hopes sh  4648 chars 
CBC News,Feds penalize province for lack of abortion access  but reimburse payments because of COVID 19,The federal government took away  140 000 in transfer payments to New Brunswick as a penalty for not providing adequate abortion access  But then gave it back ,The federal government took away  140 000 in transfer payments to New Brunswick as a penalty for not providing adequate abortion access But then gave it back Before the COVID 19 pandemic hit the country  the government found New Brunswick was violating th  2470 chars 
Tori Weldon,Bus drivers remind passengers service is for essential travel only,Bus drivers are reminding passengers that unless they are essential workers  need groceries or prescriptions or are going to medical appointments  they should be staying home ,Bus drivers are reminding passengers that unless they are essential workers  need groceries  prescriptions or have a medical appointment they should be staying home Since the COVID 19 outbreak  buses are allowed to operate but must follow the rules of phys  2807 chars 
CBC News,19 year old Riverview man missing,Police are asking for the public s help to find Matthew Jeffrey Morton  19  of Riverview who is missing ,Police are asking for the public s help to find Matthew Jeffrey Morton  19  of Riverview who is missing Police say Morton was last seen March 22 near Carney Avenue in Moncton around1 30a m  He was reported missing to police on the same day Morton isde  286 chars 
Bobbi Jean MacKinnon,Wait for COVID 19 test results to drop to 45 minutes from as high as 48 hours,New Brunswickers could have their COVID 19 test results within 45 minutes instead of waiting up to two days  starting as early as next week  provided the province doesn t run out of testing supplies ,New Brunswickers couldhave their COVID 19 test results within 45 minutes instead of waiting up to two days  starting as early as next weekprovided the province doesn t run out of testing supplies The Saint John Regional Hospital Foundation sCOVID 19 eme  4414 chars 
Mia Urquhart,Who can work from home  and who needs to be in the office ,To work from home or not to work from home  That is the question  The answer  however  isnt straightforward  say employers struggling to stay afloat while trying to do the right thing to stop the spread of COVID 19 ,To work from home or not to work from home That is the question The answer  however  isn t straightforward  say employers struggling to stay afloat while trying to do the right thing to stop the spread of COVID 19 Not all workers can work from home  sa  5543 chars 
Sarah Morin,Air Canada suspends flights into 4 N B  airports,Air Canada has postponed a number of domestic flights that will affect four New Brunswick airports until the end of April ,Air Canada has postponed a number of domestic flights that will affect four New Brunswick airports until the end of April Air Canada has reduced its domestic flights from 62 airports to 40 until April 30 The suspended flights include ul li Flights f  779 chars 
Hadeel Ibrahim,3 new cases of COVID 19 detected  bringing total to 98,In a press release  Public Health says of the 98 cases  57 are travel related  31 are close contacts of confirmed cases and four cases are from community transmission ,The province has announced three new cases of COVID 19 Saturday  all in the Fredericton area  bringingthe total infections to 98 In a press release  Public Health says of the 98 cases  57 are travel related  31 are close contacts of confirmed cases and fou  1157 chars 
Hadeel Ibrahim,Muslim community prepares for less social Ramadan as mosques shutter due to COVID 19,For the last three Fridays  the mosques have been empty and silent  The community centres have shut their doors following health experts recommendation to stay home to slow the spread of COVID 19 ,On a normal Friday afternoon  mosques would be packed with hundreds of praying people  standing shoulder to shoulder and following the lead of an imam But forthe last three Fridays  the mosques has been empty and silent  The community centres have shut the  3276 chars 
Bobbi Jean MacKinnon,New app will help Horizon doctors combat COVID 19,New Brunswick doctors in the Horizon Health Network will soon have a new app to help them combat the COVID 19 outbreak  says an infectious diseases specialist ,New Brunswick doctors in theHorizon Health Network will soon have a new app to help them combat the COVID 19 outbreak  says an infectious diseases specialist The Spectrum app will provideclearguidelines on what tests to do  what infection control to carr  2935 chars 
Sarah Morin,Province saw 15 200 officially lose jobs in first month of COVID 19,The unemployment rate in New Brunswick rose to 8 8 per cent from February to March  for a total loss of 15 200 jobs  The 8 8 per cent unemployment rate is an increase of 1 9 percentage points from February ,The unemployment rate in New Brunswick rose to 8 8 per cent from February to March  for a total loss of 15 200 jobs  Statistics Canada reported Thursday The 8 8 per cent unemployment rate is an increase of 1 9 percentage points from February The statisti  1315 chars 
Sarah Morin,Snow and storm surges expected to slam province,Just when you thought winter was over  it s back to deliver another wallop  Between 15 and 25 centimetres of snow is expected to fall across New Brunswick on Thursday night and into Friday ,Just when you thought winter was over  it s back to deliver another wallop Between 15 and 25 centimetres of snow is expected to fall across New Brunswick on Thursday night and into Friday Wet snow will start falling this afternoon and accumulation will i  1481 chars 
Bobbi Jean MacKinnon Elizabeth Fraser,N B  COVID 19 roundup  Police have the power to pull vehicles over  check on compliance,Police and Public Safety officers have the power to pull vehicles over during the COVID 19 state of emergency to check whether the occupants are complying with the rules  Premier Blaine Higgs said Wednesday ,Police and Public Safety officers have the power to pull vehicles over during the COVID 19 state of emergency to check whether the occupants arecomplying with the rules Premier Blaine Higgssaid Wednesday We are in unusual times right now  he told repor  10401 chars 
Elizabeth Fraser,Looking to attend an Easter service  You might want to check YouTube or Facebook,Churches across New Brunswick will be celebrating Easter Services virtually ,Easter church services might look a little differentthis weekend Traditional hymns are being recorded  communion might come from the kitchen fridge and a church service might be in the form of a phone call But that won t stop some churches from celebrat  3993 chars 
Gary Moore,COVID 19 prompts N B  firefighters to change response to medical calls,Firefighters in New Brunswick are changing how they respond to calls in the face of COVID 19 pandemic ,COVID 19 is prompting firefighters in New Brunswick to change when they respond to medical calls The Fredericton Fire Department is using the same protocol it had in place during H1N1 and SARS outbreaks  It is not automatically responding It s a slight d  1796 chars 
Rachel Cave,50 hospital patients waiting for nursing home beds have been transferred  says province,Another 15 have yet to be moved to reach COVID 19 preparation target,Less than a week after announcing its COVID 19 preparation plan to free up 65 hospital beds by moving patients into nursing homes  the province says it has transferred 50 That number came from chief medical health officer Dr  Jennifer Russell at Monday s CO  1792 chars 
CBC News,Your guide to which key services are open closed this weekend,With the Easter holiday weekend upon us  heres a guide for which essential services will be opened and closed ,With the Easter holiday weekend upon us  here s a guide for which essential services will be opened and closed Government officials continue to urge the public to stay at home and avoid non essential travel  however the state of emergency and physical dist  2152 chars 
Gary Moore,Empty streets in NB on day 1 of state of emergency,Streets around New Brunswick were more quiet than usual on Friday during day one of the state of emergency in response to COVID 19 ,It s lunch time on Friday in Fredericton  and the streets that are typically bustling with people looking for a bite to eat  or running mid day errands  are eerily quiet Much of the province feels a bit like a ghost town It s day one of the state of emer  2435 chars 
Robert Jones,Missing addresses force a reboot of regional testing numbers,Embarrassed by 577 missing addresses in the first attempt to provide regional COVID 19 testing data in New Brunswick  health officials went back to the drawing board Tuesday and compiled an alternate and complete list of where people have taken their tests ra,Embarrassed by 577 missing addresses in the first attempt to provide regional COVID 19 testing data in New Brunswick  health officials went back to the drawing board Tuesday and compiled an alternate and complete list of where people have taken their tests ra  3106 chars 
Jacques Poitras,WorkSafeNB ordered 3 companies skirting COVID 19 rules to comply,WorkSafeNB says it has had to issue only a small number of orders to employers to force them to comply with COVID 19 rules ,WorkSafeNB says it has had to issue only a small number of orders to employers to force them to comply with COVID 19 rules Two orders were aimed at manufacturing companies that weren t observing physical distancing guidelines and one was to a service sector  3134 chars 
,295 000 surgical masks from U S   on hold  because of Trump order,A shipment of 295 000 surgical masks New Brunswick was expecting from the United States is now  on hold  afterPresident Donald Trump ordered manufacturer 3M tostop exporting N95 respiratorsto Canada  says Premier Blaine Higgs ,A shipment of 295 000 surgical masks New Brunswick was expecting from the United States is now  on hold  afterPresident Donald Trump ordered manufacturer 3M tostop exporting N95 respiratorsto Canada  says Premier Blaine Higgs But it hasn t been cancelled  2547 chars 
Bobbi Jean MacKinnon Elizabeth Fraser,N B  COVID 19 roundup  Testing expands to include people with symptoms who have not travelled,New Brunswick is expanding its COVID 19 testing criteria to include people with symptoms of the viral infection who have not travelled  the chief medical officer of health announced Tuesday ,New Brunswick is expanding its COVID 19 testing criteriato include people with symptoms of the viral infection who have not travelled  the chief medical officer of health announced Tuesday It comes the day after the province received 5 000 test kits from t  13424 chars 
Jennifer Sweet,New Brunswick food banks bracing for double demand amid COVID 19 outbreak,Food banks in the province are already running low on supplies and volunteers  and now they re expecting twice the usual demand for food in the next month ,New Brunswick food banks are expecting double the usual demand for food in the coming weeks and some are already running low on supplies and volunteers Many people are out of work because of the COVID 19 pandemic and it takes 28 to 40 days before any employ  7757 chars 
Shane Magee,Google charts how the pandemic has changed New Brunswickers  routines,Google released charts that appear to show how New Brunswickers are changing their routines as a result of the pandemic  Google says the information is meant to help governments gauge the effectiveness of measures to control the spread of the novel coronaviru,Google released charts that appear to show how the routines of New Brunswickers have changed as a result of the pandemic The company published charts Friday  comparing recent traffic at locations  such as grocery stores  to traffic during the month of Jan  5504 chars 
Hadeel Ibrahim,Lawyers call for courts to dramatically reduce number of people on remand,New Brunswick lawyers concerned about COVID 19 spreading through jails say the justice system should dramatically reduce the number of people awaiting trials and hearings in custody ,New Brunswick lawyers concerned about COVID 19 spreading through jails say the justice system should dramatically reduce the number of people awaiting trials and hearings in custody Mathieu Boutet  a Moncton defence lawyer  said his clients feel vulnerable   3976 chars 
Bobbi Jean MacKinnon,Saint John back to single COVID 19 testing centre after 2nd site quietly closes,Saint John is back to a single COVID 19 testing centre after the Horizon Health Network closed two other locations in the past week  causing growing confusion and concern for some residents ,Saint John is back to a singleCOVID 19 testing centre after the Horizon Health Network closed two other locations in the past week  causing growing confusion and concern for some residents The only assessment centre operating now is the one locatedat the   4723 chars 
Sarah Morin,University students  profs face some difficulties in adjusting to online classes,On a typical Tuesday  Grace Snowdon would have spent her class free day catching up on homework and cleaning her apartment  As a fourth year student at Mount Allison University in Sackville  she likely would have gone to campus for a graduation event too ,On a typical Tuesday  Grace Snowdon would have spent her class free day catching up on homework and cleaning her apartment  As a fourth year student at Mount Allison University in Sackville  she likely would have gone to campus for a graduation event too In  4288 chars 
Tori Weldon,Rural food banks offer delivery to those too scared  unable to leave home,The president of the Sackville Food Bank has seen a big decrease in the number of people picking up food boxes and worries people are too nervous to leave their homes  Heather Patterson is trying to get the message out that volunteers will deliver ,Heather Patterson is unloading frozen turkeys from a car that hasjust pulled up with a trunk filled with donations As president of the Sackville Food Bank  she said this is just one example of the incredible generosity she s seen in her community since the  3480 chars 
CBC News,Government program that made controversial library appointment under review,The New Brunswick government is reviewing the internal program that the new head of the provincial public library service was appointed under  says the minister of post secondary education  training and labour ,The New Brunswick government is reviewing the internal program that the new head ofthe provincial public library service was appointed under  says the minister of post secondary education  training and labour Trevor Holder made the announcement in the legi  6024 chars 
Elizabeth Fraser,N B  COVID 19 roundup  How grocery stores are responding to state of emergency,Two major grocery store chains are taking steps to protect their employees from the COVID 19 outbreak ,Two major grocery store chains are taking steps to protect their employees from the COVID 19 outbreak In a news release  Sobeyssaid it is startingto install plexiglass cashier shields in all of its stores Staff have been ordered to wash their hands ev  4391 chars 
Bobbi Jean MacKinnon,COVID 19 could kill 550 to 1 750 New Brunswickers  provincial modelling suggests,COVID 19 could kill between 550 and 1 750 New Brunswickers over the next 18 to 24 months  depending on the level of compliance with Public Health measures  until a vaccine is available  projections released by the provincial government Thursday suggest ,COVID 19 could kill between 550 and 1 750New Brunswickers over the next 18to 24 months  depending on the level of compliance with Public Health measures until a vaccine is available projections released by the provincial government Thursday suggest To   5190 chars 
